Iteration	Posterior	Likelihood	Prior	clock_rate	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_mean	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_mean	speciation_sd
935	-16588	-16320.6	-267.424	0.006067206	0.1552403	2.96156e-05	2.96156e-05	2.96156e-05	2.96156e-05	2.961559e-05	0.0996465	0.108395	0.115615	0.125765	0.1119468	0.1011818
936	-16593.9	-16322.9	-271.039	0.006067206	0.06232851	8.84355e-05	8.84355e-05	8.84355e-05	8.84355e-05	8.843554e-05	0.118039	0.128403	0.136955	0.148979	0.1326101	0.1011818
937	-16584.9	-16317.1	-267.769	0.006116653	0.0666306	8.84355e-05	8.84355e-05	8.84355e-05	8.84355e-05	8.843554e-05	0.0556684	0.0695489	0.082484	0.103051	0.0757408	0.2676616
938	-16580.6	-16316	-264.617	0.006116653	0.0666306	4.17171e-06	4.17171e-06	4.17171e-06	4.17171e-06	4.17171e-06	0.0556684	0.0695489	0.082484	0.103051	0.0757408	0.2676616
939	-16587.4	-16322.5	-264.897	0.006116653	0.0666306	8.24295e-06	8.24295e-06	8.24295e-06	8.24295e-06	8.242946e-06	0.0664408	0.0762499	0.084735	0.097245	0.08038058	0.1655679
940	-16587.9	-16322.8	-265.129	0.006297947	0.02361437	7.94195e-06	7.94195e-06	7.94195e-06	7.94195e-06	7.941946e-06	0.0663168	0.0720682	0.0768103	0.0834716	0.07440143	0.09999701
941	-16586.1	-16322.1	-263.994	0.006343182	0.1272015	4.25561e-06	4.25561e-06	4.25561e-06	4.25561e-06	4.255609e-06	0.0720207	0.0794259	0.0856112	0.0944138	0.08246055	0.1176745
942	-16583.8	-16320.2	-263.585	0.006083015	0.2083369	3.28499e-06	3.28499e-06	3.28499e-06	3.28499e-06	3.284995e-06	0.074448	0.0801585	0.0848287	0.0913355	0.08246055	0.08885957
943	-16586.3	-16322.3	-264.001	0.006083015	0.03936486	3.28499e-06	3.28499e-06	3.28499e-06	3.28499e-06	3.284995e-06	0.0610456	0.0758705	0.089623	0.111388	0.08246055	0.261398
944	-16586.1	-16322.5	-263.64	0.006480635	0.1029148	3.28499e-06	3.28499e-06	3.28499e-06	3.28499e-06	3.284995e-06	0.0673515	0.0837085	0.0988822	0.122897	0.09097954	0.2614072
945	-16586.3	-16321.6	-264.724	0.006040417	0.1102649	1.63058e-05	1.63058e-05	1.63058e-05	1.63058e-05	1.630575e-05	0.0872887	0.0899419	0.0920292	0.0948264	0.09097954	0.03600047
946	-16581.5	-16317.8	-263.684	0.006268656	0.06137009	5.11125e-06	5.11125e-06	5.11125e-06	5.11125e-06	5.11125e-06	0.0962313	0.0968284	0.0972884	0.0978921	0.09705813	0.00743724
947	-16579.1	-16316.3	-262.852	0.006229701	0.1113844	1.2514e-06	1.2514e-06	1.2514e-06	1.2514e-06	1.251403e-06	0.0655132	0.0794076	0.0920168	0.111532	0.08548001	0.2312605
948	-16581.9	-16316.6	-265.27	0.006130583	0.1890915	1.15696e-05	1.15696e-05	1.15696e-05	1.15696e-05	1.156958e-05	0.068697	0.0804582	0.0908152	0.106363	0.08548001	0.1900092
949	-16582.1	-16317.1	-265.036	0.006130583	0.1581182	1.15696e-05	1.15696e-05	1.15696e-05	1.15696e-05	1.156958e-05	0.0836012	0.0849554	0.0860079	0.0874011	0.08548001	0.01932043
950	-16586.7	-16319.2	-267.486	0.006130583	0.1581182	0.000186416	0.000186416	0.000186416	0.000186416	0.0001864157	0.0836012	0.0849554	0.0860079	0.0874011	0.08548001	0.01932043
951	-16585.1	-16317.9	-267.208	0.006130583	0.1581182	0.000115772	0.000115772	0.000115772	0.000115772	0.000115772	0.0749127	0.082412	0.0886623	0.097538	0.08548001	0.1147123
952	-16583.8	-16316.8	-266.95	0.006130583	0.2118344	2.74488e-05	2.74488e-05	2.74488e-05	2.74488e-05	2.744879e-05	0.0682992	0.0893047	0.109675	0.143406	0.09896716	0.3224154
953	-16587.8	-16322.7	-265.168	0.006096987	0.1249032	6.83063e-06	6.83063e-06	6.83063e-06	6.83063e-06	6.830634e-06	0.0565704	0.0739687	0.090841	0.118779	0.08197192	0.3224154
954	-16585.2	-16319.6	-265.565	0.006096987	0.1451699	6.83063e-06	6.83063e-06	6.83063e-06	6.83063e-06	6.830634e-06	0.0663735	0.071135	0.0750133	0.0803946	0.07304843	0.08330074
955	-16586	-16321.4	-264.583	0.006096987	0.1028255	6.83063e-06	6.83063e-06	6.83063e-06	6.83063e-06	6.830634e-06	0.0788048	0.087568	0.0949364	0.105493	0.09117781	0.1267764
956	-16587.1	-16321.7	-265.341	0.006132079	0.1201652	4.17651e-06	4.17651e-06	4.17651e-06	4.17651e-06	4.176513e-06	0.0622269	0.0691466	0.0749649	0.0833011	0.07199702	0.1267764
957	-16585.2	-16318	-267.161	0.006132079	0.08725938	4.17651e-06	4.17651e-06	4.17651e-06	4.17651e-06	4.176513e-06	0.0436058	0.0552997	0.0663407	0.0841313	0.06056912	0.2856471
958	-16582.1	-16317.2	-264.877	0.006101747	0.1864829	4.62578e-06	4.62578e-06	4.62578e-06	4.62578e-06	4.625778e-06	0.0610683	0.0780633	0.0942215	0.120443	0.08576269	0.295207
959	-16583.2	-16318.7	-264.59	0.006101747	0.1864829	2.63457e-06	2.63457e-06	2.63457e-06	2.63457e-06	2.634571e-06	0.0566917	0.0764717	0.0961825	0.129741	0.08576269	0.3598529
960	-16584.9	-16320.9	-264.019	0.006173435	0.1864829	1.45607e-06	1.45607e-06	1.45607e-06	1.45607e-06	1.456073e-06	0.0520917	0.0702668	0.0883783	0.119214	0.07880392	0.3598529
961	-16587	-16322.7	-264.213	0.006211927	0.1864829	1.45607e-06	1.45607e-06	1.45607e-06	1.45607e-06	1.456073e-06	0.0520917	0.0702668	0.0883783	0.119214	0.07880392	0.3598529
962	-16589.5	-16324.2	-265.303	0.006082909	0.1570402	3.99407e-06	3.99407e-06	3.99407e-06	3.99407e-06	3.99407e-06	0.0564596	0.0718516	0.086429	0.109991	0.07880392	0.2898576
963	-16587.9	-16322.3	-265.563	0.006082909	0.1570402	4.05863e-06	4.05863e-06	4.05863e-06	4.05863e-06	4.058625e-06	0.071858	0.0914479	0.110001	0.139989	0.1002964	0.2898576
964	-16586.4	-16319.9	-266.455	0.006082909	0.1570402	7.84595e-06	7.84595e-06	7.84595e-06	7.84595e-06	7.845952e-06	0.071858	0.0914479	0.110001	0.139989	0.1002964	0.2898576
965	-16591.3	-16325	-266.304	0.006185746	0.1841341	8.52673e-06	8.52673e-06	8.52673e-06	8.52673e-06	8.526731e-06	0.071858	0.0914479	0.110001	0.139989	0.1002964	0.2898576
966	-16590.4	-16325.7	-264.668	0.006225042	0.1841341	5.60262e-06	5.60262e-06	5.60262e-06	5.60262e-06	5.602619e-06	0.0827565	0.0860943	0.0887427	0.092322	0.08740846	0.04754198
967	-16591.6	-16326.7	-264.901	0.006225042	0.07662168	5.15321e-06	5.15321e-06	5.15321e-06	5.15321e-06	5.153206e-06	0.0707163	0.0860166	0.0999446	0.121569	0.09271944	0.2354958
968	-16587.7	-16322.7	-264.97	0.006158895	0.07856779	5.15321e-06	5.15321e-06	5.15321e-06	5.15321e-06	5.153206e-06	0.0629782	0.0807124	0.0976115	0.125098	0.08876064	0.298305
969	-16582	-16317.9	-264.101	0.006158895	0.1101668	3.05777e-06	3.05777e-06	3.05777e-06	3.05777e-06	3.057773e-06	0.0682018	0.0825136	0.0954806	0.115517	0.08876064	0.2290363
970	-16589.5	-16323.1	-266.435	0.0060203	0.1101668	9.20155e-06	9.20155e-06	9.20155e-06	9.20155e-06	9.201545e-06	0.0518143	0.0764658	0.103032	0.152052	0.08876064	0.4679249
971	-16588.6	-16324.8	-263.788	0.0060203	0.1101668	1.80156e-06	1.80156e-06	1.80156e-06	1.80156e-06	1.801559e-06	0.0763879	0.0900861	0.102222	0.120553	0.09596247	0.1983164
972	-16589.6	-16324	-265.598	0.0060203	0.1101668	1.29257e-05	1.29257e-05	1.29257e-05	1.29257e-05	1.292565e-05	0.0798336	0.0941497	0.106833	0.125991	0.1002912	0.1983164
973	-16590.9	-16324.3	-266.519	0.006190273	0.08129545	1.29257e-05	1.29257e-05	1.29257e-05	1.29257e-05	1.292565e-05	0.0660062	0.089318	0.112612	0.152384	0.1002912	0.3636535
974	-16591.4	-16326.5	-264.917	0.006190273	0.07120626	1.57106e-06	1.57106e-06	1.57106e-06	1.57106e-06	1.571065e-06	0.0365034	0.0554025	0.0762723	0.115761	0.06500521	0.5016407
975	-16595.4	-16329	-266.399	0.006190273	0.08984958	3.29422e-06	3.29422e-06	3.29422e-06	3.29422e-06	3.294219e-06	0.0566575	0.0859911	0.118383	0.179675	0.1008956	0.5016407
976	-16585.1	-16319.4	-265.721	0.006190273	0.08751879	3.29422e-06	3.29422e-06	3.29422e-06	3.29422e-06	3.294219e-06	0.0645315	0.0891472	0.114192	0.157751	0.1008956	0.3885189
977	-16586.6	-16320.6	-265.962	0.006118627	0.02066344	6.50713e-06	6.50713e-06	6.50713e-06	6.50713e-06	6.50713e-06	0.0699487	0.0911601	0.111671	0.145534	0.1008956	0.3184463
978	-16588	-16322.6	-265.314	0.006118627	0.1873051	6.50713e-06	6.50713e-06	6.50713e-06	6.50713e-06	6.50713e-06	0.0817786	0.0951923	0.106941	0.124482	0.1008956	0.1826146
979	-16582.8	-16319.3	-263.472	0.006082577	0.1873051	1.06447e-06	1.06447e-06	1.06447e-06	1.06447e-06	1.06447e-06	0.0893783	0.0975644	0.104341	0.113897	0.1008956	0.1053671
980	-16587.8	-16322.1	-265.723	0.005943095	0.1873051	2.54873e-06	2.54873e-06	2.54873e-06	2.54873e-06	2.548733e-06	0.112293	0.118309	0.123135	0.129732	0.1206979	0.06274683
981	-16585.9	-16320.6	-265.331	0.005943095	0.1873051	2.01669e-06	2.01669e-06	2.01669e-06	2.01669e-06	2.016687e-06	0.0659772	0.0670548	0.0678924	0.0690012	0.06747229	0.01947874
982	-16587.2	-16322.4	-264.839	0.005943095	0.1873051	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	0.066833	0.0672946	0.0676504	0.0681177	0.06747229	0.008275477
983	-16584.5	-16320.6	-263.834	0.006149039	0.1716971	1.14139e-06	1.14139e-06	1.14139e-06	1.14139e-06	1.141385e-06	0.102441	0.104632	0.106343	0.108618	0.105484	0.02545089
984	-16585.1	-16321.8	-263.235	0.006012787	0.0628849	1.17658e-06	1.17658e-06	1.17658e-06	1.17658e-06	1.176582e-06	0.0811189	0.0828543	0.0842091	0.0860106	0.08352892	0.02545089
985	-16584.6	-16321.3	-263.236	0.006012787	0.0628849	1.17658e-06	1.17658e-06	1.17658e-06	1.17658e-06	1.176582e-06	0.0792227	0.0823132	0.0847626	0.0880692	0.08352892	0.04601218
986	-16593.5	-16326.8	-266.664	0.005942664	0.04337215	4.88788e-05	4.88788e-05	4.88788e-05	4.88788e-05	4.887878e-05	0.0792227	0.0823132	0.0847626	0.0880692	0.08352892	0.04601218
987	-16588.5	-16324	-264.501	0.006059315	0.09453518	5.71047e-06	5.71047e-06	5.71047e-06	5.71047e-06	5.710466e-06	0.0762413	0.0792907	0.0817095	0.0849776	0.08049105	0.04715263
988	-16589.4	-16325.5	-263.882	0.006059315	0.02582295	1.38592e-06	1.38592e-06	1.38592e-06	1.38592e-06	1.385916e-06	0.0523212	0.0714382	0.0906911	0.123828	0.08049105	0.374447
989	-16589.5	-16325.7	-263.829	0.006059315	0.02582295	2.60679e-06	2.60679e-06	2.60679e-06	2.60679e-06	2.606787e-06	0.0827031	0.0945574	0.104778	0.119796	0.09953653	0.1610536
990	-16591.7	-16325.8	-265.844	0.006033173	0.02582295	1.0833e-05	1.0833e-05	1.0833e-05	1.0833e-05	1.083296e-05	0.0827031	0.0945574	0.104778	0.119796	0.09953653	0.1610536
991	-16591.3	-16327.3	-264	0.006033173	0.157718	2.00797e-06	2.00797e-06	2.00797e-06	2.00797e-06	2.007969e-06	0.0827031	0.0945574	0.104778	0.119796	0.09953653	0.1610536
992	-16593.8	-16327.5	-266.317	0.006114006	0.157718	2.54867e-06	2.54867e-06	2.54867e-06	2.54867e-06	2.548674e-06	0.0894975	0.109284	0.127357	0.155514	0.1179749	0.2401542
993	-16593.9	-16326.1	-267.763	0.005927235	0.157718	2.44374e-05	2.44374e-05	2.44374e-05	2.44374e-05	2.443744e-05	0.0847847	0.103529	0.120651	0.147325	0.1117626	0.2401542
994	-16592.1	-16324.2	-267.868	0.005927235	0.1811406	4.58202e-05	4.58202e-05	4.58202e-05	4.58202e-05	4.582021e-05	0.0539784	0.0659122	0.0768126	0.0937946	0.07115393	0.2401542
995	-16585.1	-16320.6	-264.454	0.005959755	0.198578	2.44538e-06	2.44538e-06	2.44538e-06	2.44538e-06	2.445377e-06	0.0902592	0.0989779	0.106224	0.116485	0.102537	0.110869
996	-16591.9	-16322.5	-269.408	0.006111689	0.198578	0.000422772	0.000422772	0.000422772	0.000422772	0.000422772	0.0902592	0.0989779	0.106224	0.116485	0.102537	0.110869
997	-16593.6	-16321	-272.511	0.006163479	0.198578	0.00429872	0.00429872	0.00429872	0.00429872	0.004298721	0.0678314	0.091448	0.114971	0.154999	0.102537	0.3591933
998	-16592.2	-16320.9	-271.274	0.006163479	0.1696425	0.0025736	0.0025736	0.0025736	0.0025736	0.0025736	0.0617194	0.0717001	0.0804266	0.0934324	0.07593807	0.1802237
999	-16595.6	-16323.1	-272.449	0.006075096	0.1696425	0.00732705	0.00732705	0.00732705	0.00732705	0.007327054	0.0438453	0.0652208	0.0884164	0.131521	0.07593807	0.4774646
1000	-16597.7	-16325.5	-272.275	0.006075096	0.0291945	0.00732705	0.00732705	0.00732705	0.00732705	0.007327054	0.0621409	0.0718354	0.0802751	0.0927986	0.07593807	0.1743065
1001	-16593.7	-16321.3	-272.362	0.006075096	0.09024697	0.00732705	0.00732705	0.00732705	0.00732705	0.007327054	0.0593856	0.0709386	0.0812899	0.0971042	0.07593807	0.213732
1002	-16593.7	-16321.4	-272.347	0.006075096	0.09024697	0.00732705	0.00732705	0.00732705	0.00732705	0.007327054	0.0575922	0.0703386	0.0819833	0.100128	0.07593807	0.240388
1003	-16591.7	-16319.4	-272.315	0.006075096	0.1138101	0.00732705	0.00732705	0.00732705	0.00732705	0.007327054	0.0575922	0.0703386	0.0819833	0.100128	0.07593807	0.240388
1004	-16597.6	-16324.4	-273.204	0.006075096	0.07032739	0.00732705	0.00732705	0.00732705	0.00732705	0.007327054	0.0868836	0.106113	0.12368	0.151053	0.1145601	0.240388
1005	-16588.8	-16319.9	-268.952	0.006244755	0.181075	9.50685e-05	9.50685e-05	9.50685e-05	9.50685e-05	9.506847e-05	0.0862477	0.105336	0.122775	0.149947	0.1137216	0.240388
1006	-16586.3	-16320.6	-265.655	0.006016611	0.1492906	1.78504e-05	1.78504e-05	1.78504e-05	1.78504e-05	1.785039e-05	0.0707898	0.0786683	0.0852933	0.0947859	0.08191385	0.126877
1007	-16586.7	-16320	-266.731	0.006016611	0.209502	2.24013e-05	2.24013e-05	2.24013e-05	2.24013e-05	2.240127e-05	0.0387888	0.0625245	0.0901411	0.1453	0.07507348	0.5740308
1008	-16592	-16324.9	-267.058	0.006155353	0.209502	2.24013e-05	2.24013e-05	2.24013e-05	2.24013e-05	2.240127e-05	0.0499383	0.0786146	0.111302	0.175215	0.09354122	0.5455854
1009	-16592.5	-16326.6	-265.881	0.006220986	0.03677145	2.54581e-05	2.54581e-05	2.54581e-05	2.54581e-05	2.545806e-05	0.0654771	0.078645	0.0905	0.1087	0.08436454	0.2203213
1010	-16598.1	-16327.9	-270.235	0.006220986	0.2101141	0.00224323	0.00224323	0.00224323	0.00224323	0.002243227	0.0903333	0.100171	0.108429	0.120238	0.1042184	0.1242943
1011	-16593.8	-16327.4	-266.417	0.006220986	0.2101141	3.93212e-05	3.93212e-05	3.93212e-05	3.93212e-05	3.932116e-05	0.0903333	0.100171	0.108429	0.120238	0.1042184	0.1242943
1012	-16592.2	-16329.4	-262.859	0.006165033	0.2101141	1.71422e-06	1.71422e-06	1.71422e-06	1.71422e-06	1.714221e-06	0.088315	0.0969173	0.104072	0.114209	0.1004307	0.1117562
1013	-16591	-16324.2	-266.816	0.006165033	0.2101141	0.000120409	0.000120409	0.000120409	0.000120409	0.0001204088	0.088315	0.0969173	0.104072	0.114209	0.1004307	0.1117562
1014	-16597.5	-16326.9	-270.618	0.00606862	0.1902083	0.00169082	0.00169082	0.00169082	0.00169082	0.001690819	0.104298	0.113341	0.120796	0.131269	0.1170092	0.09996886
1015	-16591.8	-16320.3	-271.503	0.006249375	0.1449277	0.012075	0.012075	0.012075	0.012075	0.01207503	0.0866467	0.100702	0.112995	0.131324	0.1066715	0.180741
1016	-16588.4	-16317.1	-271.349	0.006373497	0.04240687	0.012075	0.012075	0.012075	0.012075	0.01207503	0.0988493	0.104445	0.108946	0.115113	0.1066715	0.06620448
1017	-16588.6	-16317.1	-271.443	0.006373497	0.07613751	0.0110067	0.0110067	0.0110067	0.0110067	0.01100669	0.0940562	0.103514	0.111399	0.1226	0.1073841	0.115199
1018	-16586.1	-16314.4	-271.709	0.006198023	0.1467157	0.0110067	0.0110067	0.0110067	0.0110067	0.01100669	0.0955658	0.105175	0.113187	0.124568	0.1091076	0.115199
1019	-16589.5	-16317.6	-271.888	0.006198023	0.08467353	0.0110067	0.0110067	0.0110067	0.0110067	0.01100669	0.0866769	0.0953925	0.102659	0.112982	0.09895912	0.115199
1020	-16592.2	-16320.5	-271.683	0.006576816	0.08467353	0.0110067	0.0110067	0.0110067	0.0110067	0.01100669	0.0866769	0.0953925	0.102659	0.112982	0.09895912	0.115199
1021	-16594.6	-16315.4	-279.167	0.006209733	0.0751136	0.00217056	0.00217056	0.00217056	0.00217056	0.002170556	0.0314377	0.0763309	0.150622	0.365711	0.1072246	1.06656
1022	-16599.2	-16322.2	-277.004	0.006209733	0.002603865	0.0363646	0.0363646	0.0363646	0.0363646	0.03636458	0.0358488	0.103111	0.231671	0.666347	0.1545566	1.270266
1023	-16598.5	-16322.1	-276.371	0.006212247	0.002603865	0.0146124	0.0146124	0.0146124	0.0146124	0.01461235	0.0301305	0.0866635	0.194717	0.560058	0.1299032	1.270266
1024	-16598.3	-16325.5	-272.748	0.006212247	0.0003631247	0.0146124	0.0146124	0.0146124	0.0146124	0.01461235	0.103272	0.121905	0.138426	0.163402	0.1299032	0.1994394
1025	-16600.2	-16328.3	-271.887	0.006212247	0.001562379	0.0146124	0.0146124	0.0146124	0.0146124	0.01461235	0.0701989	0.0828646	0.0940952	0.111072	0.08830153	0.1994394
1026	-16596.3	-16324.4	-271.968	0.006212247	0.03291364	0.0190758	0.0190758	0.0190758	0.0190758	0.01907576	0.0726674	0.0832806	0.0924502	0.105953	0.08774567	0.1639068
1027	-16594.7	-16323.4	-271.375	0.006257345	0.08055499	0.0138284	0.0138284	0.0138284	0.0138284	0.01382844	0.0786723	0.0851325	0.0904391	0.0978655	0.08774567	0.0948852
1028	-16596	-16324.3	-271.637	0.006257345	0.06808893	0.0138284	0.0138284	0.0138284	0.0138284	0.01382844	0.0738811	0.092288	0.109439	0.136705	0.1004983	0.2674704
1029	-16594.7	-16322.8	-271.887	0.006372094	0.04085008	0.0138284	0.0138284	0.0138284	0.0138284	0.01382844	0.0738811	0.092288	0.109439	0.136705	0.1004983	0.2674704
1030	-16592.1	-16321.2	-270.897	0.006372094	0.1906444	0.0138284	0.0138284	0.0138284	0.0138284	0.01382844	0.0884927	0.0970185	0.104103	0.114133	0.1004983	0.1105935
1031	-16590.6	-16320.6	-270.013	0.006314183	0.1906444	0.0037458	0.0037458	0.0037458	0.0037458	0.003745795	0.0884927	0.0970185	0.104103	0.114133	0.1004983	0.1105935
1032	-16592.6	-16319.1	-273.529	0.006314183	0.1906444	0.0718187	0.0718187	0.0718187	0.0718187	0.07181872	0.060723	0.0914797	0.125225	0.188652	0.1070306	0.4927127
1033	-16593.5	-16317.1	-276.443	0.006314183	0.02616312	0.074751	0.074751	0.074751	0.074751	0.07475102	0.0842542	0.12693	0.173752	0.261758	0.1485068	0.4927127
1034	-16593.9	-16319.6	-274.363	0.006302345	0.09702555	0.104015	0.104015	0.104015	0.104015	0.1040146	0.0625904	0.0942929	0.129076	0.194454	0.110322	0.4927127
1035	-16599.2	-16320.5	-278.664	0.006302345	0.03375732	0.0253936	0.0253936	0.0253936	0.0253936	0.02539362	0.024273	0.0647228	0.137221	0.365892	0.09424069	1.179195
1036	-16593.9	-16319.4	-274.519	0.006231665	0.03375732	0.000900364	0.000900364	0.000900364	0.000900364	0.0009003644	0.0180943	0.0482475	0.102291	0.272754	0.07025155	1.179195
1037	-16592.4	-16319.4	-272.993	0.006231665	0.01647318	0.000759798	0.000759798	0.000759798	0.000759798	0.0007597982	0.0157969	0.0421218	0.0893035	0.238123	0.06133208	1.179195
1038	-16589.9	-16320.8	-269.072	0.006231665	0.01647318	2.4599e-05	2.4599e-05	2.4599e-05	2.4599e-05	2.459905e-05	0.005608	0.0149535	0.0317032	0.0845351	0.02177321	1.179195
1039	-16583.3	-16317.7	-265.644	0.006231665	0.009127813	1.98519e-06	1.98519e-06	1.98519e-06	1.98519e-06	1.985188e-06	0.005608	0.0149535	0.0317032	0.0845351	0.02177321	1.179195
1040	-16583.2	-16314.8	-268.41	0.006255496	0.02139357	6.11415e-06	6.11415e-06	6.11415e-06	6.11415e-06	6.114148e-06	0.005608	0.0149535	0.0317032	0.0845351	0.02177321	1.179195
1041	-16578	-16312.7	-265.354	0.006369563	0.00747232	2.51534e-06	2.51534e-06	2.51534e-06	2.51534e-06	2.515339e-06	0.00685854	0.0176176	0.0362981	0.0932394	0.02528806	1.134297
1042	-16578.8	-16312.9	-265.829	0.006384823	0.00747232	2.71961e-06	2.71961e-06	2.71961e-06	2.71961e-06	2.719609e-06	0.00442236	0.0128565	0.0291235	0.0846662	0.01935006	1.283107
1043	-16582.2	-16313	-269.206	0.006417326	0.00747232	8.22251e-05	8.22251e-05	8.22251e-05	8.22251e-05	8.222505e-05	0.00442236	0.0128565	0.0291235	0.0846662	0.01935006	1.283107
1044	-16584.8	-16313.4	-271.42	0.006423405	0.004362639	0.00181797	0.00181797	0.00181797	0.00181797	0.001817971	0.00531064	0.0154388	0.0349732	0.101672	0.02323674	1.283107
1045	-16587.2	-16314.6	-272.693	0.006423405	0.03276615	0.00091554	0.00091554	0.00091554	0.00091554	0.0009155404	0.00585332	0.0170165	0.0385471	0.112062	0.02561124	1.283107
1046	-16589.2	-16319.2	-270.015	0.006423405	0.03276615	2.72502e-05	2.72502e-05	2.72502e-05	2.72502e-05	2.72502e-05	0.00697571	0.0202794	0.0459385	0.13355	0.03052224	1.283107
1047	-16591.3	-16320.9	-270.432	0.006423405	0.1460842	1.60125e-05	1.60125e-05	1.60125e-05	1.60125e-05	1.601253e-05	0.00757592	0.0220243	0.0498912	0.145041	0.03314847	1.283107
1048	-16591.5	-16317.7	-273.829	0.006209954	0.1460842	0.000767002	0.000767002	0.000767002	0.000767002	0.0007670018	0.00915503	0.026615	0.0602905	0.175273	0.04005788	1.283107
1049	-16589.6	-16318	-271.548	0.006235761	0.006558595	0.000767002	0.000767002	0.000767002	0.000767002	0.0007670018	0.0150374	0.0307936	0.0533308	0.109211	0.04052467	0.8618019
1050	-16587.8	-16320.2	-267.604	0.006235761	0.02087794	7.74656e-06	7.74656e-06	7.74656e-06	7.74656e-06	7.746557e-06	0.0150374	0.0307936	0.0533308	0.109211	0.04052467	0.8618019
1051	-16588	-16316.6	-271.406	0.006289259	0.02087794	0.000406526	0.000406526	0.000406526	0.000406526	0.0004065264	0.0159372	0.0326364	0.0565223	0.115747	0.04294975	0.8618019
1052	-16593.3	-16319.8	-273.541	0.006280958	0.01404043	0.00285034	0.00285034	0.00285034	0.00285034	0.002850337	0.0116536	0.0238644	0.0413303	0.0846365	0.03140578	0.8618019
1053	-16584.6	-16316.2	-268.399	0.006280958	0.01404043	5.79771e-06	5.79771e-06	5.79771e-06	5.79771e-06	5.797711e-06	0.018131	0.0371288	0.0643027	0.13168	0.04886191	0.8618019
1054	-16587.7	-16320.5	-267.222	0.006280958	0.07573462	2.66243e-06	2.66243e-06	2.66243e-06	2.66243e-06	2.662429e-06	0.018131	0.0371288	0.0643027	0.13168	0.04886191	0.8618019
1055	-16586.2	-16318.3	-267.912	0.006280958	0.105996	4.30351e-06	4.30351e-06	4.30351e-06	4.30351e-06	4.303515e-06	0.018131	0.0371288	0.0643027	0.13168	0.04886191	0.8618019
1056	-16584	-16314.9	-269.053	0.005983971	0.02880238	2.67095e-05	2.67095e-05	2.67095e-05	2.67095e-05	2.670951e-05	0.040288	0.0516646	0.0625115	0.0801637	0.05682987	0.2990475
1057	-16585.2	-16317	-268.223	0.006108543	0.02880238	2.00845e-05	2.00845e-05	2.00845e-05	2.00845e-05	2.008449e-05	0.0826437	0.105981	0.128231	0.164442	0.1165764	0.2990475
1058	-16589.1	-16320.6	-268.545	0.006108543	0.01675564	3.66154e-05	3.66154e-05	3.66154e-05	3.66154e-05	3.661536e-05	0.0564476	0.0824208	0.110153	0.160838	0.09528342	0.4551166
1059	-16593.6	-16323.5	-270.162	0.006108543	0.01675564	0.00169538	0.00169538	0.00169538	0.00169538	0.001695382	0.0881872	0.0932625	0.0973481	0.102951	0.09528342	0.06727832
1060	-16599.7	-16329.3	-270.378	0.00613143	0.0567686	0.00169538	0.00169538	0.00169538	0.00169538	0.001695382	0.0707984	0.0804438	0.0887145	0.100801	0.08447796	0.153566
1061	-16591.7	-16320	-271.68	0.00613143	0.05369035	0.00169538	0.00169538	0.00169538	0.00169538	0.001695382	0.0429346	0.0632649	0.0851453	0.125463	0.07339419	0.4660907
1062	-16594.8	-16321.8	-273.056	0.00613143	0.02032925	0.00805449	0.00805449	0.00805449	0.00805449	0.00805449	0.0481169	0.0652937	0.0824997	0.11195	0.07339419	0.367028
1063	-16597.5	-16325.8	-271.743	0.00613143	0.2016298	0.00222686	0.00222686	0.00222686	0.00222686	0.002226856	0.0481169	0.0652937	0.0824997	0.11195	0.07339419	0.367028
1064	-16598.6	-16326.2	-272.462	0.006178564	0.2016298	0.0112496	0.0112496	0.0112496	0.0112496	0.01124957	0.0701285	0.0780897	0.0847962	0.0944225	0.0813739	0.1292867
1065	-16594.1	-16324.9	-269.231	0.006054667	0.2016298	0.000688501	0.000688501	0.000688501	0.000688501	0.0006885006	0.0739253	0.0828154	0.0903442	0.101209	0.08649794	0.1365372
1066	-16598.3	-16325.5	-272.797	0.00629466	0.1824436	0.00660289	0.00660289	0.00660289	0.00660289	0.006602888	0.0439906	0.0721975	0.105532	0.1732	0.08728786	0.5956758
1067	-16593.2	-16320.8	-272.395	0.006110428	0.1809765	0.00225218	0.00225218	0.00225218	0.00225218	0.002252184	0.0470417	0.0781577	0.115323	0.191604	0.09493878	0.610421
1068	-16584.5	-16320.4	-264.184	0.006180397	0.09066161	6.76674e-06	6.76674e-06	6.76674e-06	6.76674e-06	6.766739e-06	0.0850487	0.0920895	0.0978763	0.105979	0.09493878	0.09563067
1069	-16587.1	-16324.4	-262.692	0.006392638	0.1877563	1.28722e-06	1.28722e-06	1.28722e-06	1.28722e-06	1.287219e-06	0.0850487	0.0920895	0.0978763	0.105979	0.09493878	0.09563067
1070	-16590.3	-16323.8	-266.479	0.006081631	0.00380022	4.95352e-05	4.95352e-05	4.95352e-05	4.95352e-05	4.953518e-05	0.0850487	0.0920895	0.0978763	0.105979	0.09493878	0.09563067
1071	-16584.1	-16320.3	-263.747	0.006081631	0.03569847	4.07658e-06	4.07658e-06	4.07658e-06	4.07658e-06	4.07658e-06	0.0854593	0.0873096	0.0887544	0.0906761	0.08802906	0.02575474
